MunicipalityId;Name;Status;District;County;Area;Population;Latitude;Longitude
09478;Nagyhegyes;kozseg;Hajduszoboszloi;Hajdu-Bihar;13277;2724;47.5385;21.3466
09487;Fertoendred;kozseg;Soproni;Gyor-Moson-Sopron;1509;655;47.6052;16.9082
09496;Szirmabesenyo;nagykozseg;Miskolci;Borsod-Abauj-Zemplen;1575;4104;48.1541;20.796
09502;Vid;kozseg;Devecseri;Veszprem;317;115;47.2131;17.3372
09511;Gadoros;nagykozseg;Oroshazi;Bekes;3813;3266;46.6707;20.5996
09520;Gyulakeszi;kozseg;Tapolcai;Veszprem;967;696;46.8679;17.4808
09539;Dunaszentgyorgy;kozseg;Paksi;Tolna;3763;2515;46.53;18.8119
09548;Kisvaszar;kozseg;Hegyhati;Baranya;2035;333;46.2755;18.2121
09557;Tomajmonostora;kozseg;Kunhegyesi;Jasz-Nagykun-Szolnok;1376;679;47.434;20.7039
09575;Kerkaszentkiraly;kozseg;Letenyei;Zala;810;206;46.5007;16.5795
09584;Dunaharaszti;varos;Szigetszentmiklosi;Pest;2917;22558;47.36;19.0953
09593;Tura;varos;Aszodi;Pest;5592;7735;47.6093;19.5949
09609;Recsk;nagykozseg;Petervasarai;Heves;4537;2539;47.9357;20.1104
09618;Pari;kozseg;Tamasi;Tolna;1305;610;46.5795;18.2573
09627;Tiszatenyo;kozseg;Torokszentmiklosi;Jasz-Nagykun-Szolnok;2355;1488;47.136;20.3798
09636;Gorcsonydoboka;kozseg;Mohacsi;Baranya;951;337;46.0708;18.6274
09645;Vors;kozseg;Marcali;Somogy;2265;434;46.6654;17.2704
09654;Ilk;kozseg;Vasarosnamenyi;Szabolcs-Szatmar-Bereg;1456;1264;48.1197;22.2316
09663;Babarcszolos;kozseg;Siklosi;Baranya;425;78;45.8995;18.1364
09672;Nemesrempehollos;kozseg;Kormendi;Vas;1205;276;47.0922;16.6805
09681;Cegenydanyad;kozseg;Fehergyarmati;Szabolcs-Szatmar-Bereg;1219;668;47.9358;22.5476
09690;Halasztelek;varos;Szigetszentmiklosi;Pest;864;11096;47.3631;18.9811
09706;Gomorszolos;kozseg;Putnoki;Borsod-Abauj-Zemplen;877;82;48.3738;20.4273
09715;Csaszlo;kozseg;Fehergyarmati;Szabolcs-Szatmar-Bereg;1018;346;47.9142;22.7225
09724;Gyorvar;kozseg;Vasvari;Vas;1659;610;46.9865;16.8398
09733;Vigantpetend;kozseg;Tapolcai;Veszprem;1119;183;46.9645;17.6269
09742;Felsodobsza;kozseg;Gonci;Borsod-Abauj-Zemplen;1523;895;48.2553;21.0749
09751;Kisszekeres;kozseg;Fehergyarmati;Szabolcs-Szatmar-Bereg;1467;506;47.9734;22.6366
09760;Bekes;varos;Bekesi;Bekes;12723;18322;46.7717;21.1326
09779;Csor;kozseg;Szekesfehervari;Fejer;4149;1802;47.205;18.2569
09788;Sarfimizdo;kozseg;Vasvari;Vas;746;79;46.9412;16.715
09797;Nezsa;kozseg;Retsagi;Nograd;1867;1167;47.8449;19.2976
09803;Szentkatalin;kozseg;Szentlorinci;Baranya;1331;90;46.1746;18.0501
09812;Kisgorbo;kozseg;Zalaszentgroti;Zala;659;161;46.9373;17.1567
09821;Pilis;varos;Monori;Pest;4735;11753;47.2861;19.5467
09830;Szemere;kozseg;Encsi;Borsod-Abauj-Zemplen;2630;442;48.4647;21.1022
09849;Hernad;nagykozseg;Dabasi;Pest;2706;4018;47.1651;19.4071
09858;Komlosd;kozseg;Barcsi;Somogy;746;171;46.0172;17.3863
09867;Poloske;kozseg;Zalaegerszegi;Zala;4523;758;46.7561;16.9252
09876;Chernelhazadamonya;kozseg;Sarvari;Vas;785;194;47.3614;16.8392
09885;Fertod;varos;Soproni;Gyor-Moson-Sopron;4855;3326;47.6216;16.8646
09894;Borsosbereny;kozseg;Retsagi;Nograd;2026;931;47.9764;19.1175
09900;Racalmas;varos;Dunaujvarosi;Fejer;4064;4653;47.0259;18.9393
09919;Tuzser;nagykozseg;Zahonyi;Szabolcs-Szatmar-Bereg;1552;3408;48.3434;22.1187
09928;Hetes;kozseg;Kaposvari;Somogy;2663;1190;46.4219;17.6951
09937;Kenyeri;kozseg;Celldomolki;Vas;3396;798;47.3861;17.0926
09946;Hencse;kozseg;Kaposvari;Somogy;711;297;46.2003;17.6234
09955;Kovegy;kozseg;Makoi;Csongrad;971;349;46.2233;20.6845
09964;Tofalu;kozseg;Fuzesabonyi;Heves;1448;553;47.7764;20.2382
09973;Delegyhaza;kozseg;Szigetszentmiklosi;Pest;2542;4667;47.2478;19.0669
09982;Szucsi;kozseg;Gyongyosi;Heves;1738;1518;47.8042;19.7632
09991;Nagykovacsi;nagykozseg;Budakeszi;Pest;2767;8138;47.5762;18.8821
10001;Nagydem;kozseg;Papai;Veszprem;1332;329;47.4387;17.6743
10010;Lulla;kozseg;Tabi;Somogy;1039;194;46.7893;18.0238
10029;Hovej;kozseg;Kapuvari;Gyor-Moson-Sopron;852;295;47.5495;17.0204
10038;Liptod;kozseg;Bolyi;Baranya;1499;183;46.0462;18.5157
10047;Csafordjanosfa;kozseg;Soproni;Gyor-Moson-Sopron;528;242;47.4164;16.9517
10056;Borsfa;kozseg;Letenyei;Zala;1183;687;46.5012;16.7835
10065;Szentimrefalva;kozseg;Sumegi;Veszprem;1087;188;47.073;17.282
10074;Istenmezeje;kozseg;Petervasarai;Heves;3279;1421;48.083;20.0518
10083;Szakcs;kozseg;Dombovari;Tolna;5579;774;46.5385;18.1109
10092;Orvenyes;kozseg;Balatonfuredi;Veszprem;446;134;46.9148;17.8165
10108;Aporka;kozseg;Rackevei;Pest;1747;1167;47.2326;19.0121
10117;Ujkenez;kozseg;Kisvardai;Szabolcs-Szatmar-Bereg;969;952;48.2499;22.2243
10126;Gyortelek;kozseg;Mateszalkai;Szabolcs-Szatmar-Bereg;1478;1613;47.9284;22.4407
10135;Palotabozsok;kozseg;Mohacsi;Baranya;2019;852;46.1288;18.641
10144;Varboc;kozseg;Edelenyi;Borsod-Abauj-Zemplen;1010;48;48.4645;20.6449
10153;Torvaj;kozseg;Tabi;Somogy;1142;220;46.7675;18.043
10162;Puspokladany;varos;Puspokladanyi;Hajdu-Bihar;18694;13987;47.3196;21.1123
10171;Sajogalgoc;kozseg;Kazincbarcikai;Borsod-Abauj-Zemplen;1012;307;48.296;20.5311
10180;Bacsbokod;nagykozseg;Bacsalmasi;Bacs-Kiskun;6393;2429;46.124;19.1558
10199;Szarvasgede;kozseg;Pasztoi;Nograd;999;393;47.8208;19.6434
10205;Tiszarad;kozseg;Kemecsei;Szabolcs-Szatmar-Bereg;923;564;48.1213;21.7966
10223;Szalafo;kozseg;Kormendi;Vas;2737;191;46.8655;16.3636
10232;Egyhazashetye;kozseg;Celldomolki;Vas;1320;305;47.1695;17.1197
10241;Hevesaranyos;kozseg;Egri;Heves;1702;577;48.0084;20.2353
10250;Farkasgyepu;kozseg;Ajkai;Veszprem;1005;330;47.2038;17.6307
10269;Hahot;kozseg;Nagykanizsai;Zala;3901;973;46.6489;16.9228
10278;Se;kozseg;Szombathelyi;Vas;603;1369;47.2438;16.5511
10287;Kondoros;varos;Szarvasi;Bekes;8184;4741;46.76;20.7951
10296;Gardony;varos;Gardonyi;Fejer;6350;11679;47.2028;18.6262
10302;Vasboldogasszony;kozseg;Zalaegerszegi;Zala;1175;557;46.9454;16.8686
10311;Pusztacso;kozseg;Koszegi;Vas;726;164;47.3328;16.6224
10320;Vizslas;kozseg;Salgotarjani;Nograd;1012;1303;48.0497;19.8204
10339;Asotthalom;nagykozseg;Morahalmi;Csongrad;12254;3795;46.2001;19.7841
10348;Zalakomar;nagykozseg;Nagykanizsai;Zala;5488;2820;46.5464;17.1757
10357;Abod;kozseg;Edelenyi;Borsod-Abauj-Zemplen;3116;174;48.3927;20.791
10366;Fuzerradvany;kozseg;Satoraljaujhelyi;Borsod-Abauj-Zemplen;981;260;48.4847;21.525
10375;Tornakapolna;kozseg;Edelenyi;Borsod-Abauj-Zemplen;402;16;48.4625;20.6163
10384;Bejcgyertyanos;kozseg;Sarvari;Vas;3143;433;47.1487;16.923
10393;Hajduhadhaz;varos;Hajduhadhazi;Hajdu-Bihar;8782;12681;47.6845;21.6692
10409;Nemetbanya;kozseg;Papai;Veszprem;1219;109;47.2147;17.6466
10418;Nagyut;kozseg;Fuzesabonyi;Heves;1894;639;47.72;20.1729
10427;Magyaratad;kozseg;Kaposvari;Somogy;1882;754;46.4674;17.9006
10436;Szamossalyi;kozseg;Fehergyarmati;Szabolcs-Szatmar-Bereg;1157;722;47.9064;22.6103
10445;Egyhazaskeszo;kozseg;Papai;Veszprem;2012;532;47.4167;17.3292
10454;Dunasziget;kozseg;Mosonmagyarovari;Gyor-Moson-Sopron;3589;1653;47.9414;17.3551
10463;Kolesd;kozseg;Szekszardi;Tolna;3813;1500;46.5084;18.5871
10472;Csaszartoltes;kozseg;Kiskorosi;Bacs-Kiskun;8206;2172;46.423;19.1785
10481;Bicske;varos;Bicskei;Fejer;7708;11497;47.4907;18.6358
10490;Dorog;varos;Esztergomi;Komarom-Esztergom;1154;11530;47.7224;18.7314
10506;Bodrog;kozseg;Kaposvari;Somogy;1478;347;46.4868;17.6532
10515;Maroslele;kozseg;Makoi;Csongrad;4656;1973;46.2707;20.3419
10524;Detek;kozseg;Encsi;Borsod-Abauj-Zemplen;968;238;48.3333;21.019
10533;Davod;kozseg;Bajai;Bacs-Kiskun;6921;1876;45.9971;18.9205
10542;Kemes;kozseg;Siklosi;Baranya;689;438;45.8252;18.1008
10551;Monor;varos;Monori;Pest;4679;18113;47.3527;19.4468
10560;Bezi;kozseg;Gyori;Gyor-Moson-Sopron;1121;501;47.6744;17.3919
10579;Sajtoskal;kozseg;Sarvari;Vas;941;354;47.4033;16.8539
10588;Beled;varos;Kapuvari;Gyor-Moson-Sopron;2647;2553;47.4661;17.0899
10597;Rum;kozseg;Szombathelyi;Vas;1685;1190;47.1302;16.8445
10603;Csurgonagymarton;kozseg;Csurgoi;Somogy;1482;162;46.2943;17.0831
10612;Komjati;kozseg;Edelenyi;Borsod-Abauj-Zemplen;1108;173;48.5457;20.7608
10621;Bukkszenterzsebet;kozseg;Petervasarai;Heves;2486;1004;48.0507;20.1555
10630;Oriszentpeter;varos;Kormendi;Vas;3356;1141;46.8416;16.4182
10649;Csertalakos;kozseg;Zalaegerszegi;Zala;199;18;46.6415;16.6986
10658;Fertohomok;kozseg;Soproni;Gyor-Moson-Sopron;1261;805;47.6198;16.7671
10667;Varosfold;kozseg;Kecskemeti;Bacs-Kiskun;6165;2124;46.8163;19.7602
10676;Halogy;kozseg;Kormendi;Vas;705;258;46.9706;16.5614
10685;Vallus;kozseg;Keszthelyi;Zala;2180;110;46.8432;17.3024
10694;Bogdasa;kozseg;Sellyei;Baranya;2099;230;45.8739;17.7895
10719;Bacsalmas;varos;Bacsalmasi;Bacs-Kiskun;10832;6379;46.1274;19.3319
10728;Edeleny;varos;Edelenyi;Borsod-Abauj-Zemplen;5682;9358;48.2936;20.734
10737;Vamosmikola;kozseg;Szobi;Pest;2529;1625;47.9775;18.7841
10746;Kistotfalu;kozseg;Siklosi;Baranya;1050;276;45.9085;18.3114
10755;Majoshaza;kozseg;Szigetszentmiklosi;Pest;1142;1633;47.2645;18.9958
10764;Korosnagyharsany;kozseg;Sarkadi;Bekes;1991;466;47.0075;21.6441
10773;Tiszabo;kozseg;Kunhegyesi;Jasz-Nagykun-Szolnok;3504;2109;47.309;20.4853
10782;Boncodfolde;kozseg;Zalaegerszegi;Zala;590;340;46.8686;16.7384
10791;Fulesd;kozseg;Fehergyarmati;Szabolcs-Szatmar-Bereg;1505;458;48.0247;22.6756
10807;Nyirparasznya;kozseg;Mateszalkai;Szabolcs-Szatmar-Bereg;1476;945;48.0254;22.2759
10816;Kiskunlachaza;nagykozseg;Rackevei;Pest;9350;8958;47.1903;19.0057
10825;Pecsvarad;varos;Pecsvaradi;Baranya;3603;3982;46.1608;18.4207
10834;Olcsvaapati;kozseg;Fehergyarmati;Szabolcs-Szatmar-Bereg;1100;287;48.0884;22.3514
10843;Nick;kozseg;Sarvari;Vas;1140;505;47.402;17.0197
10852;Erpatak;kozseg;Nagykalloi;Szabolcs-Szatmar-Bereg;3165;1666;47.8087;21.7583
10861;Ecseny;kozseg;Kaposvari;Somogy;1292;193;46.5511;17.8524
10870;Doba;kozseg;Devecseri;Veszprem;2122;411;47.166;17.3798
10889;Lispeszentadorjan;kozseg;Letenyei;Zala;914;251;46.5421;16.6957
10904;Garadna;kozseg;Encsi;Borsod-Abauj-Zemplen;975;337;48.4184;21.175
10913;Karako;kozseg;Celldomolki;Vas;1035;203;47.1159;17.2007
10922;Maglod;varos;Vecsesi;Pest;2238;12463;47.445;19.3593
10931;Hagyarosborond;kozseg;Zalaegerszegi;Zala;1125;319;46.9104;16.7046
10940;Nagykozar;kozseg;Pecsi;Baranya;1146;1995;46.0656;18.3197
10959;Nikla;kozseg;Marcali;Somogy;2335;689;46.5764;17.5162
10968;Mogyoroska;kozseg;Gonci;Borsod-Abauj-Zemplen;1917;72;48.3765;21.3274
10977;Tiszavalk;kozseg;Mezokovesdi;Borsod-Abauj-Zemplen;1154;294;47.6896;20.7505
10986;Szulok;kozseg;Barcsi;Somogy;2791;626;46.0505;17.5508
10995;Kerekteleki;kozseg;Kisberi;Komarom-Esztergom;2945;690;47.5147;17.9387
11004;Jaszkarajeno;kozseg;Cegledi;Pest;6515;2578;47.0538;20.0683
11013;Szihalom;kozseg;Fuzesabonyi;Heves;3417;1960;47.7748;20.4816
11022;Zsujta;kozseg;Gonci;Borsod-Abauj-Zemplen;673;153;48.5005;21.2794
11031;Tolnanemedi;kozseg;Tamasi;Tolna;2195;1026;46.7142;18.4739
11040;Lakocsa;kozseg;Barcsi;Somogy;2532;505;45.8957;17.6917
11059;Baglad;kozseg;Lenti;Zala;486;26;46.6806;16.4845
11068;Rojtokmuzsaj;kozseg;Soproni;Gyor-Moson-Sopron;1586;458;47.5564;16.8357
11086;Cun;kozseg;Siklosi;Baranya;1843;210;45.8124;18.0673
11095;Nyirlovo;kozseg;Kisvardai;Szabolcs-Szatmar-Bereg;791;679;48.2008;22.1826
11101;Szolosgyorok;kozseg;Fonyodi;Somogy;1863;1189;46.708;17.6756
11110;Szuhakallo;kozseg;Kazincbarcikai;Borsod-Abauj-Zemplen;696;870;48.2841;20.6515
11129;Olcsva;kozseg;Vasarosnamenyi;Szabolcs-Szatmar-Bereg;996;691;48.0881;22.3244
11138;Vekerd;kozseg;Berettyoujfalui;Hajdu-Bihar;741;110;47.0953;21.4048
11147;Kisrakos;kozseg;Kormendi;Vas;1106;170;46.8577;16.5011
11156;Gor;kozseg;Sarvari;Vas;1099;313;47.3599;16.8042
11165;Szentpeterur;kozseg;Zalaegerszegi;Zala;1596;935;46.7584;17.0384
11174;Kethely;kozseg;Marcali;Somogy;4906;2261;46.6469;17.3933
11183;Kisder;kozseg;Siklosi;Baranya;437;95;45.9398;18.128
11192;Igal;varos;Kaposvari;Somogy;3606;1372;46.5345;17.9387
11208;Hosszuvolgy;kozseg;Nagykanizsai;Zala;360;157;46.5124;16.9304
11217;Szur;kozseg;Mohacsi;Baranya;784;224;46.0992;18.5807
11226;Hangacs;kozseg;Edelenyi;Borsod-Abauj-Zemplen;2253;557;48.2903;20.8323
11235;Kotelek;kozseg;Szolnoki;Jasz-Nagykun-Szolnok;4514;1596;47.3364;20.4356
11244;Pocspetri;kozseg;Nyirbatori;Szabolcs-Szatmar-Bereg;2637;1630;47.8813;21.9935
11253;Fertoboz;kozseg;Soproni;Gyor-Moson-Sopron;1367;325;47.6354;16.7005
11262;Kony;kozseg;Csornai;Gyor-Moson-Sopron;2887;2686;47.6316;17.3602
11271;Nyirlugos;varos;Nyirbatori;Szabolcs-Szatmar-Bereg;5838;2566;47.692;22.0418
11280;Katymar;kozseg;Bacsalmasi;Bacs-Kiskun;7109;1629;46.0345;19.2099
11299;Bokony;kozseg;Nagykalloi;Szabolcs-Szatmar-Bereg;3547;2959;47.7323;21.7525
11305;Besenyszog;varos;Szolnoki;Jasz-Nagykun-Szolnok;13808;3217;47.296;20.2571
11323;Mezokeresztes;varos;Mezokovesdi;Borsod-Abauj-Zemplen;7426;3565;47.8299;20.6922
11332;Sajonemeti;kozseg;Putnoki;Borsod-Abauj-Zemplen;737;445;48.2705;20.3812
11341;Cegled;varos;Cegledi;Pest;24487;35545;47.1716;19.7978
11350;Damak;kozseg;Edelenyi;Borsod-Abauj-Zemplen;753;239;48.3168;20.82
11369;Szakony;kozseg;Soproni;Gyor-Moson-Sopron;1350;399;47.4258;16.7158
11378;Fuzerkomlos;kozseg;Satoraljaujhelyi;Borsod-Abauj-Zemplen;587;231;48.5133;21.4529
11387;Ikervar;kozseg;Sarvari;Vas;3534;1764;47.2082;16.8954
11396;Pilisszentivan;kozseg;Pilisvorosvari;Pest;812;4200;47.6095;18.8969
11402;Mecsekpoloske;kozseg;Komloi;Baranya;731;372;46.2229;18.2111
11411;Halmajugra;kozseg;Gyongyosi;Heves;2168;1284;47.762;20.0558
11420;Pula;kozseg;Veszpremi;Veszprem;1464;186;46.9974;17.648
11439;Varpalota;varos;Varpalotai;Veszprem;7726;19436;47.1987;18.1382
11448;Kisrozvagy;kozseg;Cigandi;Borsod-Abauj-Zemplen;834;168;48.3468;21.9388
11457;Tenyo;kozseg;Gyori;Gyor-Moson-Sopron;2638;1720;47.5407;17.6456
11466;Zala;kozseg;Tabi;Somogy;924;240;46.7393;18.0015
11475;Lendvajakabfa;kozseg;Lenti;Zala;620;27;46.676;16.4428
11484;Somogycsicso;kozseg;Csurgoi;Somogy;1238;137;46.31;17.1326
11493;Szinpetri;kozseg;Edelenyi;Borsod-Abauj-Zemplen;971;204;48.4836;20.6245
11509;Szenta;kozseg;Csurgoi;Somogy;6447;344;46.2517;17.1737
11518;Radfalva;kozseg;Siklosi;Baranya;1288;169;45.8606;18.1243
11527;Balaton;kozseg;Belapatfalvai;Heves;1320;1002;48.0945;20.3061
11536;Magyardombegyhaz;kozseg;Mezokovacshazai;Bekes;765;179;46.3798;21.0722
11545;Szentjakabfa;kozseg;Balatonfuredi;Veszprem;576;105;46.934;17.6761
11554;Szecsisziget;kozseg;Lenti;Zala;620;190;46.5728;16.5932
11563;Alsonyek;kozseg;Szekszardi;Tolna;3201;706;46.2035;18.7344
11572;Petomihalyfa;kozseg;Vasvari;Vas;995;209;46.9808;16.7864
11581;Vilmany;kozseg;Gonci;Borsod-Abauj-Zemplen;1251;1455;48.4161;21.2315
11590;Piliny;kozseg;Szecsenyi;Nograd;1604;591;48.137;19.5993
11606;Dunaszentbenedek;kozseg;Kalocsai;Bacs-Kiskun;2324;767;46.5939;18.8944
11615;Korosladany;varos;Szeghalmi;Bekes;12379;4281;46.9618;21.0774
11624;Bodmer;kozseg;Bicskei;Fejer;717;240;47.4506;18.537
11633;Vasszentmihaly;kozseg;Szentgotthardi;Vas;641;343;46.9692;16.4074
11642;Felsopahok;kozseg;Keszthelyi;Zala;727;680;46.7845;17.1559
11651;Bogot;kozseg;Sarvari;Vas;499;391;47.252;16.8295
11660;Legyesbenye;kozseg;Szerencsi;Borsod-Abauj-Zemplen;2031;1379;48.1602;21.1496
11679;Janoshaza;varos;Celldomolki;Vas;2341;2430;47.1199;17.1643
11688;Diosbereny;kozseg;Tamasi;Tolna;1775;305;46.5338;18.445
11697;Hidasnemeti;kozseg;Gonci;Borsod-Abauj-Zemplen;1607;1066;48.5003;21.2288
11703;Vorosto;kozseg;Veszpremi;Veszprem;619;78;46.9717;17.7234
11712;Bata;kozseg;Szekszardi;Tolna;6616;1500;46.1286;18.7749
11730;Orfu;kozseg;Pecsi;Baranya;3215;989;46.1381;18.1552
11749;Mezonyarad;kozseg;Mezokovesdi;Borsod-Abauj-Zemplen;1406;1558;47.8571;20.6783
11758;Meszes;kozseg;Edelenyi;Borsod-Abauj-Zemplen;1140;164;48.4387;20.796
11767;Veszprem;megyeszekhely;Veszpremi;Veszprem;12690;59738;47.0934;17.908
11776;Sarszentmihaly;kozseg;Szekesfehervari;Fejer;3740;2961;47.1544;18.3263
11785;Zalakaros;varos;Nagykanizsai;Zala;1717;1988;46.5608;17.1222
11794;Szank;kozseg;Kiskunmajsai;Bacs-Kiskun;7483;2238;46.5545;19.669
11800;Vindornyaszolos;kozseg;Keszthelyi;Zala;1055;316;46.8985;17.1542
11819;Kurityan;kozseg;Kazincbarcikai;Borsod-Abauj-Zemplen;754;1522;48.3102;20.6258
11828;Porrog;kozseg;Csurgoi;Somogy;1402;199;46.2868;17.0347
11837;Pocsaj;nagykozseg;Derecskei;Hajdu-Bihar;4955;2559;47.2821;21.8048
11846;Ketbodony;kozseg;Retsagi;Nograd;1305;432;47.9354;19.2849
11855;Papakovacsi;kozseg;Papai;Veszprem;1392;556;47.2656;17.486
11864;Ersekcsanad;kozseg;Bajai;Bacs-Kiskun;5829;2753;46.252;18.9823
11873;Mezohegyes;varos;Mezokovacshazai;Bekes;15544;4945;46.314;20.8194
11882;Abda;kozseg;Gyori;Gyor-Moson-Sopron;1902;3200;47.6977;17.541
11891;Hereg;kozseg;Tatabanyai;Komarom-Esztergom;2714;1030;47.6464;18.5117
11907;Tiszamogyoros;kozseg;Zahonyi;Szabolcs-Szatmar-Bereg;1025;704;48.3204;22.2313
11916;Balatonoszod;kozseg;Siofoki;Somogy;1508;489;46.8069;17.8002
11925;Ujtikos;kozseg;Hajdunanasi;Hajdu-Bihar;3529;806;47.9166;21.1711
11934;Urom;kozseg;Pilisvorosvari;Pest;666;7689;47.5987;19.0134
11943;Gyongyosfalu;kozseg;Koszegi;Vas;965;1115;47.3156;16.5869
11952;Dinnyeberki;kozseg;Szentlorinci;Baranya;856;68;46.0972;17.9564
11961;Batya;kozseg;Kalocsai;Bacs-Kiskun;3386;1985;46.4874;18.9545
11970;Bikacs;kozseg;Paksi;Tolna;3467;411;46.6764;18.6675
11989;Murony;kozseg;Bekesi;Bekes;3570;1095;46.7618;21.039
11998;Csibrak;kozseg;Dombovari;Tolna;1462;274;46.4659;18.3427
12007;Szatymaz;kozseg;Szegedi;Csongrad;5372;4728;46.3417;20.0416
12016;Becske;kozseg;Balassagyarmati;Nograd;1566;521;47.9101;19.3763
12025;Csolyospalos;kozseg;Kiskunmajsai;Bacs-Kiskun;6510;1536;46.4186;19.8388
12034;Kelemer;kozseg;Putnoki;Borsod-Abauj-Zemplen;1881;470;48.355;20.428
12043;Olbo;kozseg;Sarvari;Vas;2353;700;47.3011;16.86
12052;Budakeszi;varos;Budakeszi;Pest;3710;14624;47.5099;18.9294
12061;Hermanszeg;kozseg;Fehergyarmati;Szabolcs-Szatmar-Bereg;520;247;47.9046;22.6245
12070;Petervasara;varos;Petervasarai;Heves;3387;2057;48.0192;20.0984
12089;Gelse;kozseg;Nagykanizsai;Zala;2246;1060;46.6022;16.9895
12098;Nyirtura;kozseg;Nyiregyhazi;Szabolcs-Szatmar-Bereg;2147;1788;48.0144;21.8334
12104;Vasszilvagy;kozseg;Szombathelyi;Vas;1180;388;47.3026;16.7497
12113;Kajarpec;kozseg;Gyori;Gyor-Moson-Sopron;3189;1269;47.4952;17.6273
12122;Letenye;varos;Letenyei;Zala;4174;3937;46.4332;16.7231
12131;Nogradmegyer;kozseg;Szecsenyi;Nograd;2277;1618;48.0692;19.6255
12140;Csepreg;varos;Koszegi;Vas;4954;3277;47.4016;16.7078
12159;Hejoszalonta;kozseg;Tiszaujvarosi;Borsod-Abauj-Zemplen;1096;826;47.9397;20.8776
12168;Patca;kozseg;Kaposvari;Somogy;496;61;46.2846;17.7238
12177;Kardoskut;kozseg;Oroshazi;Bekes;7658;781;46.4966;20.7015
12186;Patroha;kozseg;Kisvardai;Szabolcs-Szatmar-Bereg;3923;2876;48.1722;21.9899
12195;Romhany;kozseg;Retsagi;Nograd;2547;2136;47.9215;19.259
12201;Zok;kozseg;Szentlorinci;Baranya;893;294;46.0117;18.0974
12210;Tallya;kozseg;Szerencsi;Borsod-Abauj-Zemplen;3796;1699;48.2354;21.2299
12229;Terpes;kozseg;Petervasarai;Heves;220;195;47.9726;20.1509
12238;Balatonederics;kozseg;Tapolcai;Veszprem;1859;986;46.8091;17.3813
12247;Kemenesmagasi;kozseg;Celldomolki;Vas;3319;816;47.3318;17.2111
12256;Fuzesgyarmat;varos;Szeghalmi;Bekes;12734;5527;47.1046;21.2106
12265;Szekkutas;kozseg;Hodmezovasarhelyi;Csongrad;12399;1941;46.507;20.5384
12274;Nyirmada;varos;Vasarosnamenyi;Szabolcs-Szatmar-Bereg;3880;4798;48.0679;22.1877
12283;Mariakalnok;kozseg;Mosonmagyarovari;Gyor-Moson-Sopron;1548;1929;47.8619;17.3243
12292;Zsennye;kozseg;Szombathelyi;Vas;502;91;47.1129;16.8162
12308;Hedervar;kozseg;Mosonmagyarovari;Gyor-Moson-Sopron;1428;1219;47.8317;17.458
12317;Andrasfa;kozseg;Vasvari;Vas;823;224;46.9637;16.7936
12326;Gyorkony;kozseg;Paksi;Tolna;3160;938;46.6345;18.6946
12335;Tompaladony;kozseg;Sarvari;Vas;944;291;47.3806;16.8838
12344;Csengod;kozseg;Kiskorosi;Bacs-Kiskun;4889;1942;46.7161;19.2676
12353;Kistamasi;kozseg;Szigetvari;Baranya;438;93;46.0109;17.7216
12362;Palhaza;varos;Satoraljaujhelyi;Borsod-Abauj-Zemplen;675;1034;48.4716;21.5111
12371;Pamleny;kozseg;Szikszoi;Borsod-Abauj-Zemplen;1240;42;48.4948;20.9285
12380;Dravapiski;kozseg;Siklosi;Baranya;491;57;45.84;18.1006
12399;Kistokaj;kozseg;Miskolci;Borsod-Abauj-Zemplen;976;2134;48.0395;20.8378
12405;Vamosszabadi;kozseg;Gyori;Gyor-Moson-Sopron;2237;3265;47.7529;17.6487
12414;Fertorakos;kozseg;Soproni;Gyor-Moson-Sopron;2189;2323;47.7162;16.6528
12423;Rakocziujfalu;kozseg;Szolnoki;Jasz-Nagykun-Szolnok;1961;1887;47.06;20.2624
12432;Fedemes;kozseg;Petervasarai;Heves;862;290;48.0316;20.1857
12441;Abadszalok;varos;Kunhegyesi;Jasz-Nagykun-Szolnok;13223;4042;47.476;20.5998
12450;Csokmo;nagykozseg;Berettyoujfalui;Hajdu-Bihar;6897;1868;47.0334;21.2949
12469;Ratka;kozseg;Szerencsi;Borsod-Abauj-Zemplen;1178;945;48.2135;21.2264
12478;Kemenesszentpeter;kozseg;Papai;Veszprem;2135;587;47.4273;17.2293
12487;Ujcsanalos;kozseg;Miskolci;Borsod-Abauj-Zemplen;1220;827;48.1379;21.0038
12496;Zalaistvand;kozseg;Zalaegerszegi;Zala;1080;331;46.9179;16.9759
12502;Kisnana;kozseg;Gyongyosi;Heves;2260;990;47.8531;20.1461
12511;Dejtar;kozseg;Balassagyarmati;Nograd;2142;1376;48.0378;19.1712
12520;Sagujfalu;kozseg;Salgotarjani;Nograd;1203;972;48.1033;19.6798
12539;Gyurus;kozseg;Zalaegerszegi;Zala;419;91;46.8844;16.9922
12548;Abaliget;kozseg;Pecsi;Baranya;1609;647;46.141;18.1167
12557;Fancsal;kozseg;Encsi;Borsod-Abauj-Zemplen;977;304;48.3556;21.064
12566;Dunafalva;kozseg;Bajai;Bacs-Kiskun;5790;903;46.0838;18.7726
12575;Lenti;varos;Lenti;Zala;7379;7348;46.6246;16.5367
12593;Tiszadob;nagykozseg;Tiszavasvari;Szabolcs-Szatmar-Bereg;8258;2735;48.0095;21.1668
12609;Turje;kozseg;Zalaszentgroti;Zala;3823;1542;46.9842;17.1046
12618;Kerteszsziget;kozseg;Szeghalmi;Bekes;3911;352;47.1547;21.0627
